timestamp,open,high,low,close,volume
2025-09-10 13:45:00+05:30,24962.7,24965.95,24958.0,24958.35,0
2025-09-10 13:50:00+05:30,24958.85,24963.85,24954.7,24958.6,0
2025-09-10 13:55:00+05:30,24959.0,24967.8,24953.55,24958.65,0
2025-09-10 14:00:00+05:30,24959.25,24959.85,24954.1,24955.8,0
2025-09-10 14:05:00+05:30,24955.75,24978.65,24954.6,24970.2,0
2025-09-10 14:10:00+05:30,24971.95,24974.75,24961.55,24962.85,0
2025-09-10 14:15:00+05:30,24962.8,24966.0,24943.1,24944.55,0
2025-09-10 14:20:00+05:30,24944.8,24955.9,24939.85,24946.9,0
2025-09-10 14:25:00+05:30,24946.95,24950.55,24937.1,24945.1,0
2025-09-10 14:30:00+05:30,24945.45,24951.25,24939.4,24944.3,0
2025-09-10 14:35:00+05:30,24943.65,24953.6,24942.05,24948.75,0
2025-09-10 14:40:00+05:30,24948.3,24949.7,24915.05,24918.4,0
2025-09-10 14:45:00+05:30,24918.2,24953.85,24918.2,24948.9,0
2025-09-10 14:50:00+05:30,24948.8,24957.4,24948.3,24953.35,0
2025-09-10 14:55:00+05:30,24953.05,24957.7,24932.85,24940.55,0
2025-09-10 15:00:00+05:30,24939.55,24963.3,24939.55,24961.95,0
2025-09-10 15:05:00+05:30,24962.1,24975.55,24962.1,24972.8,0
2025-09-10 15:10:00+05:30,24971.4,24979.8,24969.0,24978.6,0
2025-09-10 15:15:00+05:30,24978.55,24987.9,24975.75,24980.9,0
2025-09-10 15:20:00+05:30,24981.3,24986.3,24974.75,24981.65,0
2025-09-10 15:25:00+05:30,24981.0,24982.05,24972.35,24977.55,0
2025-09-11 09:15:00+05:30,24945.5,25002.3,24940.15,25000.8,0
2025-09-11 09:20:00+05:30,25002.35,25007.25,24992.95,25003.2,0
2025-09-11 09:25:00+05:30,25003.55,25008.95,24985.45,24985.45,0
2025-09-11 09:30:00+05:30,24985.2,24993.25,24972.35,24984.4,0
2025-09-11 09:35:00+05:30,24984.3,24994.9,24977.45,24990.45,0
2025-09-11 09:40:00+05:30,24990.5,24990.65,24971.2,24978.45,0
2025-09-11 09:45:00+05:30,24978.2,24984.25,24967.4,24982.45,0
2025-09-11 09:50:00+05:30,24982.35,24991.65,24979.9,24985.0,0
2025-09-11 09:55:00+05:30,24984.65,24984.75,24974.8,24980.45,0
2025-09-11 10:00:00+05:30,24979.6,24984.65,24959.1,24966.2,0
2025-09-11 10:05:00+05:30,24966.4,24970.9,24957.7,24957.85,0
2025-09-11 10:10:00+05:30,24958.35,24966.55,24957.5,24964.5,0
2025-09-11 10:15:00+05:30,24965.45,24977.65,24964.75,24977.35,0
2025-09-11 10:20:00+05:30,24976.8,24979.7,24967.15,24973.3,0
2025-09-11 10:25:00+05:30,24974.0,24980.65,24966.3,24979.75,0
2025-09-11 10:30:00+05:30,24980.35,24989.05,24979.35,24983.65,0
2025-09-11 10:35:00+05:30,24983.65,24989.35,24979.55,24987.6,0
2025-09-11 10:40:00+05:30,24987.65,24988.85,24981.7,24982.4,0
2025-09-11 10:45:00+05:30,24982.35,24987.55,24974.95,24984.15,0
2025-09-11 10:50:00+05:30,24985.0,24986.7,24976.6,24980.1,0
2025-09-11 10:55:00+05:30,24980.25,24983.2,24971.6,24976.95,0
2025-09-11 11:00:00+05:30,24976.3,24991.8,24973.95,24985.45,0
2025-09-11 11:05:00+05:30,24985.5,24988.25,24981.65,24986.8,0
2025-09-11 11:10:00+05:30,24986.7,24987.65,24980.2,24981.0,0
2025-09-11 11:15:00+05:30,24982.0,24988.95,24980.2,24984.85,0
2025-09-11 11:20:00+05:30,24984.95,24989.0,24974.15,24978.85,0
2025-09-11 11:25:00+05:30,24978.25,24984.7,24973.7,24977.85,0
2025-09-11 11:30:00+05:30,24977.95,24979.5,24973.15,24974.8,0
2025-09-11 11:35:00+05:30,24974.6,24975.7,24962.4,24962.5,0
2025-09-11 11:40:00+05:30,24961.55,24965.9,24956.85,24963.45,0
2025-09-11 11:45:00+05:30,24962.6,24971.95,24960.85,24968.1,0
2025-09-11 11:50:00+05:30,24968.85,24972.05,24961.35,24963.85,0
2025-09-11 11:55:00+05:30,24963.9,24978.65,24963.15,24976.5,0
2025-09-11 12:00:00+05:30,24976.25,24984.95,24975.2,24980.8,0
2025-09-11 12:05:00+05:30,24980.65,24986.7,24980.0,24984.4,0
2025-09-11 12:10:00+05:30,24983.9,24988.35,24980.6,24986.95,0
2025-09-11 12:15:00+05:30,24987.0,24998.2,24985.95,24997.45,0
2025-09-11 12:20:00+05:30,24997.55,25004.95,24986.4,25001.45,0
2025-09-11 12:25:00+05:30,25001.7,25009.0,24995.45,25006.4,0
2025-09-11 12:30:00+05:30,25007.2,25012.95,24997.3,25008.7,0
2025-09-11 12:35:00+05:30,25008.6,25008.95,24997.75,24999.9,0
2025-09-11 12:40:00+05:30,25000.3,25007.75,24999.1,25000.8,0
2025-09-11 12:45:00+05:30,25000.95,25003.0,24993.6,24997.1,0
2025-09-11 12:50:00+05:30,24996.55,25007.55,24995.45,25005.85,0
2025-09-11 12:55:00+05:30,25005.7,25012.1,24995.0,25007.7,0
2025-09-11 13:00:00+05:30,25007.9,25011.2,25002.2,25009.25,0
2025-09-11 13:05:00+05:30,25009.95,25015.1,25006.5,25008.1,0
2025-09-11 13:10:00+05:30,25007.85,25012.6,25005.25,25007.3,0
2025-09-11 13:15:00+05:30,25007.05,25009.15,24996.7,24998.0,0
2025-09-11 13:20:00+05:30,24999.8,25001.1,24991.25,24995.1,0
2025-09-11 13:25:00+05:30,24994.25,25011.15,24992.25,25010.0,0
2025-09-11 13:30:00+05:30,25009.15,25012.25,24997.15,25004.35,0
2025-09-11 13:35:00+05:30,25004.2,25011.9,25001.7,25007.05,0
2025-09-11 13:40:00+05:30,25006.5,25015.4,25005.6,25012.05,0
